@relation 20newsgroups-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute atheismCount numeric
@attribute graphicsCount numeric
@attribute spaceCount numeric
@attribute religionCount numeric
@attribute textLength numeric
@attribute averageSentenceLength numeric
@attribute specialCharacterCount numeric
@attribute numberCount numeric
@attribute emailCount numeric
@attribute avgSpecialCharacters numeric
@attribute atheismCalCount numeric
@attribute graphicsCalCount numeric
@attribute spaceCalCount numeric
@attribute religionCalCount numeric
@attribute groupId {Atheism,Graphics,Space,Religion}

@data
12,12,13,12,147,0,10,2,0,14.7,5,7,13,1,Space
18,17,18,18,220,0,12,0,0,18.333333,10,10,16,4,Atheism
92,78,81,91,1658,0,52,3,0,31.884615,70,53,61,47,Religion
30,26,42,29,536,0,21,0,0,25.52381,9,15,37,5,Space
13,15,16,14,161,0,13,0,0,12.384615,2,12,15,4,Graphics
15,19,18,14,477,0,11,20,0,43.363636,4,194,187,1,Graphics
72,61,88,70,1614,0,51,6,0,31.647059,36,72,115,26,Space
61,71,65,57,2455,0,178,11,0,13.792135,40,325,318,27,Graphics
52,64,58,52,1184,0,57,55,0,20.77193,14,98,84,9,Graphics
35,38,44,37,505,0,15,0,0,33.666667,14,21,26,11,Space
20,11,13,14,293,0,14,0,0,20.928571,12,10,10,6,Atheism
9,8,8,8,93,0,3,0,0,31,3,6,6,1,Atheism
79,64,74,75,1327,0,52,15,1,25.519231,50,42,59,32,Atheism
32,32,33,32,551,0,28,13,0,19.678571,9,28,34,10,Atheism
17,17,21,17,286,0,10,0,0,28.6,7,12,18,4,Space
31,30,38,31,507,0,20,6,0,25.35,15,12,27,8,Space
85,70,79,85,1106,0,45,2,0,24.577778,57,26,56,48,Religion
45,45,56,41,760,0,32,3,0,23.75,16,29,53,8,Space
6,7,6,6,67,0,5,2,0,13.4,2,6,5,0,Graphics
47,44,52,45,750,0,25,8,0,30,26,31,50,18,Space
31,25,27,29,427,0,89,2,0,4.797753,15,12,23,8,Atheism
63,68,81,59,1302,0,44,0,0,29.590909,24,31,84,13,Space
31,22,24,33,540,0,19,0,0,28.421053,23,14,35,26,Atheism
80,72,75,82,1248,0,43,0,0,29.023256,69,42,54,56,Religion
84,68,79,87,1632,0,57,10,1,28.631579,74,45,68,43,Atheism
19,30,45,20,1009,0,55,67,0,18.345455,4,36,56,8,Space
86,105,97,87,1824,0,51,1,0,35.764706,40,68,95,24,Graphics
26,20,18,19,279,0,46,2,1,6.065217,18,18,20,11,Atheism
49,55,53,46,1307,0,108,6,0,12.101852,23,107,111,15,Graphics
22,25,23,22,303,0,16,7,0,18.9375,6,15,18,3,Graphics
17,25,24,15,296,0,19,1,0,15.578947,5,21,21,3,Graphics
101,74,80,98,2090,0,39,0,0,53.589744,89,49,74,85,Religion
16,20,17,15,264,0,15,0,0,17.6,7,16,5,1,Graphics
7,7,9,8,98,0,6,4,0,16.333333,2,4,11,3,Graphics
79,71,76,80,2013,0,86,0,0,23.406977,50,75,89,49,Religion
156,127,144,172,3279,0,109,14,0,30.082569,169,127,172,167,Religion
21,22,25,22,336,0,19,3,0,17.684211,2,8,21,3,Religion
6,6,6,6,63,0,1,0,0,63,0,3,2,1,Space
96,99,120,92,1590,0,79,5,0,20.126582,62,65,120,36,Space
27,30,29,27,456,0,18,0,0,25.333333,12,33,31,5,Graphics
17,17,19,16,182,0,4,0,0,45.5,3,11,23,3,Space
18,18,22,17,290,0,11,0,0,26.363636,7,14,20,4,Space
13,13,14,13,155,0,12,4,0,12.916667,0,7,6,0,Graphics
26,25,27,25,287,0,13,0,0,22.076923,10,15,11,4,Atheism
24,21,23,23,268,0,15,2,0,17.866667,5,18,14,6,Graphics
0,0,0,0,30,0,0,3,0,Infinity,0,0,0,0,Atheism
11,21,17,11,617,0,119,35,2,5.184874,4,48,43,4,Graphics
17,12,11,11,203,0,43,0,1,4.72093,15,9,14,4,Atheism
37,33,45,37,756,0,30,2,0,25.2,13,32,56,11,Space
16,17,24,16,433,0,17,0,0,25.470588,1,11,24,3,Space
43,67,55,41,1028,0,43,21,0,23.906977,4,71,41,4,Graphics
33,25,27,26,620,0,89,1,1,6.966292,21,123,125,12,Atheism
225,202,233,217,6143,0,379,25,1,16.208443,242,191,288,188,Space
47,38,43,44,715,0,26,0,0,27.5,34,28,39,17,Atheism
37,55,46,35,573,0,28,1,0,20.464286,9,42,18,4,Graphics
17,19,20,17,352,0,26,4,0,13.538462,2,13,19,9,Space
53,48,49,53,885,0,58,0,0,15.258621,44,23,21,27,Religion
21,30,29,22,298,0,18,5,0,16.555556,2,32,15,1,Graphics
23,31,25,24,339,0,9,4,0,37.666667,6,21,15,2,Graphics
26,28,35,27,436,0,18,2,0,24.222222,12,27,33,5,Space
35,28,36,35,493,0,15,2,0,32.866667,13,11,21,11,Religion
207,191,214,225,10048,0,260,61,0,38.646154,127,2251,2408,163,Religion
2,5,4,2,453,0,166,35,1,2.728916,1,64,59,1,Graphics
5,4,5,5,56,0,6,0,0,9.333333,4,2,2,2,Graphics
61,43,50,66,1021,0,32,14,0,31.90625,46,54,79,50,Religion
186,155,178,171,3865,0,121,9,0,31.942149,150,95,196,97,Atheism
12,17,12,10,222,0,15,1,0,14.8,5,10,7,1,Graphics
41,39,42,42,668,0,50,2,0,13.36,29,19,28,28,Atheism
24,26,25,21,1213,0,14,4,0,86.642857,4,655,655,5,Graphics
48,68,60,47,789,0,19,22,0,41.526316,20,38,56,15,Graphics
51,49,59,48,856,0,35,0,0,24.457143,21,21,41,12,Space
16,12,12,16,191,0,4,0,0,47.75,12,2,4,10,Religion
187,162,187,197,4519,0,121,10,0,37.347107,180,126,213,147,Religion
13,18,15,11,324,0,34,11,1,9.529412,1,17,16,2,Graphics
40,44,43,38,523,0,10,0,0,52.3,13,65,53,6,Graphics
14,13,13,16,192,0,13,0,1,14.769231,4,10,12,4,Atheism
24,21,22,23,300,0,17,0,0,17.647059,21,9,18,10,Atheism
53,75,97,50,2434,0,197,30,0,12.35533,18,98,158,15,Space
161,236,271,158,8305,0,242,115,1,34.318182,79,437,578,65,Space
43,52,47,41,646,0,26,2,0,24.846154,12,29,26,7,Graphics
16,18,19,17,207,0,11,1,0,18.818182,4,6,16,4,Space
102,91,98,102,1973,0,84,8,0,23.488095,58,53,73,45,Religion
77,82,124,76,1918,0,80,1,1,23.975,35,61,149,16,Space
13,14,16,12,177,0,5,0,0,35.4,3,5,10,0,Space
66,89,106,65,2210,0,53,44,0,41.698113,11,155,226,10,Space
20,24,25,19,250,0,10,10,0,25,2,17,12,3,Space
62,62,76,62,1429,0,56,3,0,25.517857,25,68,121,24,Space
79,70,72,80,1189,0,54,0,0,22.018519,46,43,62,45,Religion
20,17,19,23,300,0,7,0,0,42.857143,19,5,9,18,Religion
16,19,19,17,242,0,6,0,0,40.333333,1,15,4,4,Graphics
50,42,44,45,547,0,42,0,0,13.02381,31,24,28,14,Atheism
11,11,11,11,124,0,4,0,0,31,3,7,9,2,Graphics
8,16,11,8,201,0,19,13,0,10.578947,4,9,10,0,Graphics
21,31,25,19,439,0,19,2,0,23.105263,5,29,15,1,Graphics
63,60,69,59,912,0,33,6,0,27.636364,32,25,63,25,Space
6,9,10,6,118,0,7,0,0,16.857143,1,6,5,0,Space
35,51,39,34,478,0,22,1,0,21.727273,7,42,24,6,Graphics
10,9,10,9,176,0,9,0,0,19.555556,5,7,8,2,Space
21,29,25,21,377,0,13,2,0,29,5,71,70,5,Graphics
92,76,86,90,1902,0,114,17,1,16.684211,43,61,98,37,Religion
153,151,180,150,3749,0,55,2,0,68.163636,144,114,209,114,Space
52,63,87,52,1877,0,120,30,0,15.641667,13,132,201,11,Space
34,47,37,34,730,0,25,1,0,29.2,4,32,32,2,Graphics
4,3,4,4,53,0,6,1,0,8.833333,1,2,4,0,Space
43,51,58,43,809,0,26,8,0,31.115385,9,41,67,6,Space
48,46,51,55,782,0,17,0,0,46,18,13,49,29,Religion
28,21,21,22,329,0,50,0,1,6.58,24,21,31,4,Atheism
14,15,12,11,373,0,20,43,0,18.65,4,11,10,2,Atheism
19,20,21,18,305,0,9,0,0,33.888889,9,14,19,4,Religion
16,18,22,15,378,0,27,11,1,14,1,22,24,2,Space
54,68,61,47,978,0,46,30,0,21.26087,9,58,47,3,Graphics
30,31,26,27,481,0,19,2,0,25.315789,18,69,64,16,Graphics
53,59,68,52,1096,0,37,0,0,29.621622,21,28,58,15,Space
229,252,380,225,12247,0,510,277,0,24.013725,135,1021,1397,102,Space
13,11,10,11,227,0,25,0,0,9.08,8,54,54,4,Atheism
152,120,128,132,3136,0,182,0,0,17.230769,175,169,206,105,Atheism
9,14,10,9,157,0,5,4,0,31.4,6,8,3,4,Graphics
50,45,47,52,734,0,23,0,0,31.913043,34,23,24,33,Religion
16,13,14,23,298,0,10,7,0,29.8,6,5,10,13,Religion
25,34,32,21,506,0,22,4,0,23,8,28,36,3,Graphics
8,11,15,8,297,0,90,23,1,3.3,3,9,17,1,Space
85,93,121,85,1868,0,72,12,0,25.944444,53,52,108,37,Space
34,28,27,27,434,0,53,0,1,8.188679,22,26,28,7,Atheism
41,46,49,40,661,0,20,9,0,33.05,11,33,55,11,Space
0,0,0,0,12,0,2,0,0,6,0,2,2,0,Atheism
29,24,27,25,276,0,7,0,0,39.428571,14,13,16,7,Atheism
66,104,100,63,4416,0,244,113,1,18.098361,14,974,955,18,Graphics
55,62,77,56,1112,0,43,7,0,25.860465,10,56,78,11,Space
62,55,60,61,893,0,25,5,0,35.72,29,34,44,20,Atheism
11,30,23,10,1190,0,71,37,0,16.760563,2,117,116,7,Graphics
158,159,208,158,4259,0,113,10,0,37.690265,130,124,274,120,Space
83,65,71,82,1487,0,56,3,0,26.553571,39,33,43,54,Atheism
40,56,46,40,788,0,28,2,0,28.142857,12,61,35,5,Graphics
21,25,22,21,236,0,8,0,0,29.5,9,14,13,7,Graphics
6,7,7,5,96,0,5,0,0,19.2,3,6,5,0,Graphics
62,55,60,58,834,0,22,0,0,37.909091,41,20,36,23,Atheism
12,16,15,10,284,0,17,0,0,16.705882,3,10,15,3,Space
19,26,21,18,300,0,15,3,0,20,3,17,11,2,Graphics
60,53,62,60,824,0,25,0,0,32.96,21,31,46,28,Atheism
16,11,12,14,167,0,7,0,0,23.857143,11,24,31,7,Atheism
96,77,79,86,1315,0,53,0,0,24.811321,61,67,74,35,Atheism
48,48,49,56,861,0,46,16,0,18.717391,23,12,39,34,Religion
65,83,68,65,1345,0,70,32,0,19.214286,22,48,67,15,Graphics
107,82,91,101,1725,0,107,6,0,16.121495,92,82,69,75,Religion
23,21,24,29,435,0,14,0,0,31.071429,20,36,37,12,Religion
9,8,7,9,102,0,2,0,0,51,3,3,6,2,Atheism
2,2,2,2,72,0,9,0,0,8,1,13,13,0,Atheism
61,66,77,50,1867,0,75,17,0,24.893333,24,131,140,6,Space
121,179,265,114,18103,0,1187,62,3,15.251053,51,668,957,46,Space
6,5,6,6,73,0,4,0,0,18.25,4,4,5,1,Atheism
125,159,152,119,3619,0,138,60,0,26.224638,69,147,176,56,Graphics
23,28,34,24,509,0,18,9,0,28.277778,5,38,40,3,Space
140,121,131,138,3226,0,108,2,0,29.87037,120,168,213,127,Religion
48,76,61,48,1332,0,87,18,0,15.310345,16,65,58,6,Graphics
26,39,33,26,466,0,15,6,0,31.066667,9,33,20,4,Graphics
149,124,135,148,2966,0,162,2,0,18.308642,125,112,109,113,Religion
127,99,114,114,2521,0,202,1,1,12.480198,95,159,227,72,Atheism
55,56,60,52,797,0,29,2,0,27.482759,29,12,32,21,Space
26,33,30,27,404,0,17,4,0,23.764706,6,70,65,3,Graphics
138,110,120,134,3061,0,78,0,0,39.24359,143,107,143,99,Atheism
35,37,44,34,467,0,21,0,0,22.238095,13,12,31,10,Space
271,213,264,296,13955,0,396,73,0,35.239899,206,198,642,325,Religion
20,31,23,16,387,0,13,0,0,29.769231,2,22,15,0,Graphics
76,134,137,72,4431,0,350,37,1,12.66,45,461,470,25,Space
38,42,39,38,431,0,22,0,0,19.590909,20,23,15,9,Graphics
28,32,39,28,482,0,29,11,1,16.62069,10,22,40,9,Space
13,20,15,13,210,0,6,1,0,35,2,18,7,1,Graphics
86,93,145,75,3494,0,102,42,3,34.254902,34,152,314,19,Space
8,8,9,8,123,0,5,0,0,24.6,0,6,6,0,Space
41,34,35,39,1072,0,24,0,0,44.666667,26,50,39,34,Religion
21,20,21,19,339,0,12,0,0,28.25,3,12,12,4,Graphics
18,22,18,12,351,0,16,42,0,21.9375,1,15,7,0,Graphics
2,5,5,2,68,0,2,10,0,34,1,5,3,1,Graphics
8,12,13,8,237,0,11,0,0,21.545455,3,9,14,3,Space
13,15,15,13,217,0,18,4,0,12.055556,2,12,9,0,Graphics
17,21,20,17,254,0,8,0,0,31.75,7,13,5,5,Graphics
81,63,73,75,1145,0,64,0,0,17.890625,59,32,41,32,Atheism
18,23,22,17,292,0,7,0,0,41.714286,6,13,10,1,Graphics
13,20,13,12,178,0,9,0,0,19.777778,1,14,6,1,Graphics
130,122,130,139,2820,0,67,20,0,42.089552,59,63,112,82,Religion
40,28,35,34,400,0,16,0,0,25,19,14,22,9,Atheism
18,17,19,16,194,0,4,0,0,48.5,4,7,7,2,Space
38,47,43,35,641,0,32,0,0,20.03125,14,36,29,4,Graphics
59,58,60,57,798,0,26,0,0,30.692308,34,30,50,20,Atheism
10,9,8,10,75,0,2,0,0,37.5,3,5,7,1,Atheism
13,10,11,10,122,0,5,0,0,24.4,9,8,9,3,Atheism
18,15,23,16,317,0,11,0,0,28.818182,6,3,20,1,Space
61,57,61,64,1282,0,30,0,0,42.733333,26,52,82,31,Religion
32,38,34,30,440,0,13,13,0,33.846154,3,27,29,5,Graphics
20,18,22,22,239,0,11,0,0,21.727273,7,10,11,9,Religion
11,19,12,12,223,0,7,2,0,31.857143,6,13,3,3,Graphics
26,31,29,27,302,0,14,0,0,21.571429,6,14,22,5,Space
117,139,168,112,4179,0,290,59,2,14.410345,37,140,232,35,Space
17,16,16,19,369,0,25,0,0,14.76,10,7,14,5,Religion
0,2,0,0,29,0,1,0,0,29,0,2,0,0,Graphics
21,27,22,20,227,0,12,1,0,18.916667,7,18,15,3,Graphics
37,29,31,33,411,0,18,0,0,22.833333,20,10,18,9,Atheism
16,20,19,16,177,0,12,1,0,14.75,1,10,8,3,Graphics
9,9,10,7,207,0,8,2,0,25.875,3,7,10,2,Space
173,147,155,177,4067,0,172,2,0,23.645349,167,420,439,147,Religion
42,38,42,41,735,0,36,2,0,20.416667,17,22,44,23,Space
21,15,15,19,206,0,9,0,0,22.888889,14,6,6,12,Atheism
32,33,41,34,553,0,8,0,0,69.125,14,19,49,9,Space
69,77,73,69,1052,0,43,2,0,24.465116,15,49,54,11,Graphics
88,68,75,83,1374,0,70,0,0,19.628571,75,56,70,41,Atheism
25,40,32,23,387,0,8,18,0,48.375,3,39,12,2,Graphics
40,45,54,37,862,0,34,2,0,25.352941,23,22,40,9,Space
10,17,13,10,226,0,10,0,0,22.6,7,31,19,4,Graphics
15,19,17,14,272,0,11,6,0,24.727273,0,20,7,2,Graphics
60,36,43,52,911,0,34,1,0,26.794118,50,32,54,35,Atheism
144,133,139,155,3199,0,129,0,0,24.79845,118,92,151,139,Religion
13,10,13,15,237,0,17,0,0,13.941176,6,3,6,20,Religion
7,7,8,7,115,0,11,1,0,10.454545,3,7,5,2,Atheism
13,17,17,13,174,0,5,0,0,34.8,0,5,17,1,Space
3,5,3,3,69,0,16,0,0,4.3125,5,7,5,4,Religion
62,81,71,57,1523,0,87,13,0,17.505747,19,70,53,6,Graphics
40,35,48,38,686,0,23,0,0,29.826087,18,24,53,8,Religion
32,34,41,30,598,0,40,17,1,14.95,11,12,37,4,Space
19,23,22,17,255,0,3,0,0,85,3,17,13,3,Graphics
71,59,68,68,1381,0,47,0,0,29.382979,43,34,67,37,Religion
14,17,19,13,239,0,5,2,0,47.8,5,12,17,1,Space
24,17,19,27,285,0,11,0,0,25.909091,10,13,18,12,Religion
35,33,33,35,412,0,26,0,0,15.846154,23,21,30,12,Atheism
55,38,42,51,787,0,20,0,0,39.35,50,33,24,30,Atheism
29,23,25,32,342,0,12,0,0,28.5,15,11,21,17,Religion
23,30,25,22,373,0,17,9,0,21.941176,9,22,17,3,Graphics
31,42,36,29,488,0,37,1,1,13.189189,6,28,28,1,Graphics
8,12,11,8,161,0,10,12,0,16.1,6,7,11,6,Graphics
2,3,3,2,95,0,4,0,0,23.75,0,52,50,0,Space
62,99,78,61,1437,0,55,2,0,26.127273,20,104,64,6,Graphics
111,118,125,110,3306,0,517,76,3,6.394584,54,251,306,47,Space
5,4,4,5,77,0,8,0,0,9.625,3,12,11,1,Atheism
58,76,92,55,2614,0,241,86,0,10.846473,18,204,252,19,Space
123,123,156,112,3599,0,118,11,0,30.5,70,99,221,56,Space
23,17,19,25,258,0,19,0,0,13.578947,12,14,21,15,Religion
16,14,15,14,203,0,8,15,0,25.375,8,9,11,6,Graphics
1,5,2,1,70,0,7,0,0,10,0,11,9,0,Graphics
72,56,61,62,1263,0,43,0,0,29.372093,55,30,52,20,Atheism
2,2,2,3,32,0,6,0,0,5.333333,0,2,1,0,Space
15,24,20,17,217,0,7,1,0,31,5,18,10,2,Graphics
15,25,18,13,314,0,20,2,0,15.7,5,19,10,4,Graphics
21,26,27,20,342,0,10,2,0,34.2,6,16,22,2,Graphics
10,10,10,9,125,0,24,0,0,5.208333,6,3,7,3,Graphics
18,21,17,15,228,0,4,0,0,57,3,18,10,1,Graphics
49,69,53,44,838,0,16,1,1,52.375,9,49,28,12,Graphics
6,4,4,4,94,0,3,0,0,31.333333,4,5,4,5,Atheism
28,26,25,28,417,0,14,0,0,29.785714,17,17,30,12,Atheism
20,16,17,18,197,0,4,0,0,49.25,13,5,10,13,Religion
13,14,14,13,132,0,3,0,0,44,7,9,11,3,Religion
23,24,27,22,379,0,16,3,0,23.6875,7,11,25,2,Space
21,17,24,20,256,0,10,0,0,25.6,9,10,15,7,Space
77,66,73,77,1668,0,101,0,0,16.514851,66,75,91,54,Religion
24,27,25,24,334,0,13,0,0,25.692308,5,17,18,3,Graphics
17,24,18,17,415,0,19,25,0,21.842105,3,15,13,1,Graphics
21,22,27,20,429,0,60,7,1,7.15,10,20,28,6,Space
30,22,27,31,404,0,24,1,0,16.833333,19,8,19,19,Religion
2,7,4,2,229,0,17,20,0,13.470588,0,11,9,0,Graphics
28,42,36,25,770,0,30,10,0,25.666667,3,81,63,3,Graphics
3,3,4,3,75,0,1,6,0,75,0,2,5,1,Space
76,83,97,74,2095,0,199,57,0,10.527638,23,73,122,16,Space
72,61,65,67,1274,0,70,0,0,18.2,60,54,66,29,Atheism
106,98,121,107,1948,0,68,0,0,28.647059,67,50,106,55,Space
19,19,24,21,334,0,15,2,0,22.266667,7,5,24,6,Space
8,8,10,7,129,0,9,5,0,14.333333,2,4,9,0,Space
14,11,11,16,122,0,4,3,0,30.5,7,9,13,4,Religion
53,55,61,51,1143,0,35,0,0,32.657143,34,41,67,18,Atheism
10,15,15,9,239,0,7,17,0,34.142857,1,12,13,0,Space
20,19,19,20,206,0,4,0,0,51.5,5,3,15,5,Space
154,209,183,142,6346,0,404,13,0,15.707921,91,732,654,62,Graphics
69,59,64,70,1598,0,87,4,1,18.367816,48,48,55,39,Religion
5,3,3,5,51,0,5,0,0,10.2,4,3,2,5,Religion
32,42,35,30,514,0,17,8,1,30.235294,10,27,16,9,Graphics
28,34,42,30,543,0,25,0,0,21.72,5,18,35,5,Space
109,91,94,106,1898,0,101,0,0,18.792079,92,73,88,77,Religion
114,86,88,108,1887,0,53,6,1,35.603774,98,49,65,65,Atheism
56,48,63,55,915,0,47,0,0,19.468085,42,38,56,22,Space
140,151,152,135,2832,0,130,27,0,21.784615,74,107,171,60,Graphics
43,40,40,40,631,0,24,0,0,26.291667,31,33,43,14,Atheism
6,5,6,6,95,0,6,0,0,15.833333,2,5,4,0,Space
14,12,12,15,253,0,24,0,0,10.541667,7,6,14,5,Religion
29,31,35,29,506,0,14,2,0,36.142857,6,33,48,4,Space
27,41,37,29,610,0,35,2,1,17.428571,6,27,33,9,Graphics
12,12,12,17,263,0,14,0,0,18.785714,9,7,10,7,Religion
2,2,3,2,85,0,10,0,0,8.5,2,7,9,0,Religion
12,11,11,15,162,0,9,3,0,18,9,4,7,6,Religion
57,121,87,60,2964,0,91,75,0,32.571429,16,669,607,7,Graphics
52,56,68,53,857,0,32,17,0,26.78125,7,28,57,4,Space
40,57,49,37,627,0,35,2,0,17.914286,21,45,26,7,Graphics
40,51,54,38,1357,0,141,48,1,9.624113,17,71,90,6,Space
66,54,57,73,1259,0,41,14,0,30.707317,66,47,61,64,Religion
14,16,18,13,180,0,6,0,0,30,5,8,16,5,Space
72,67,82,80,3068,0,168,4,1,18.261905,27,473,519,30,Religion
37,42,53,37,796,0,118,29,2,6.745763,5,28,52,9,Space
22,17,20,20,334,0,15,0,0,22.266667,12,21,21,9,Atheism
7,9,7,7,157,0,10,0,0,15.7,5,11,11,0,Graphics
20,21,24,19,376,0,18,6,0,20.888889,9,6,17,6,Space
67,60,65,70,984,0,25,0,0,39.36,30,24,48,26,Religion
16,15,25,14,308,0,10,1,0,30.8,7,9,20,2,Space
86,94,144,76,3108,0,71,20,0,43.774648,34,73,227,18,Space
30,43,39,28,576,0,39,16,0,14.769231,9,36,24,7,Graphics
3,3,3,3,22,0,1,0,0,22,1,5,4,2,Graphics
6,6,6,6,99,0,6,0,0,16.5,4,8,10,3,Atheism
20,19,18,21,286,0,6,0,0,47.666667,11,12,19,10,Religion
27,24,26,24,328,0,4,0,0,82,16,11,27,12,Religion
7,6,8,6,119,0,2,0,0,59.5,3,1,5,2,Space
29,37,33,25,343,0,12,0,0,28.583333,10,26,11,5,Graphics
15,10,9,18,220,0,9,0,0,24.444444,8,9,11,7,Atheism
15,16,16,12,243,0,20,14,0,12.15,1,9,12,1,Graphics
23,21,19,25,308,0,12,0,0,25.666667,14,14,15,12,Religion
17,20,25,16,389,0,18,0,0,21.611111,6,12,22,2,Space
24,33,26,24,422,0,27,12,0,15.62963,5,17,8,7,Graphics
30,29,35,29,564,0,12,0,0,47,7,21,33,6,Space
25,40,32,25,970,0,183,25,1,5.300546,9,99,78,8,Graphics
31,29,28,31,416,0,11,0,0,37.818182,14,22,23,16,Religion
18,23,28,20,414,0,96,22,1,4.3125,2,12,27,4,Space
35,30,34,35,646,0,30,0,0,21.533333,18,17,30,8,Atheism
12,9,11,10,158,0,6,0,0,26.333333,4,5,9,4,Religion
54,68,64,53,1238,0,17,13,0,72.823529,26,78,83,17,Graphics
147,122,128,149,3055,0,108,9,0,28.287037,100,109,129,83,Religion
53,70,76,50,1408,0,72,12,1,19.555556,12,104,104,8,Space
26,19,22,24,272,0,6,0,0,45.333333,14,14,13,9,Atheism
37,33,36,35,459,0,22,0,0,20.863636,15,22,26,11,Atheism
59,78,68,54,1962,0,71,0,0,27.633803,33,453,460,17,Graphics
63,51,57,61,1184,0,50,0,0,23.68,55,70,74,31,Atheism
17,15,16,16,170,0,5,0,0,34,6,7,12,5,Atheism
32,25,27,25,417,0,18,0,0,23.166667,16,20,27,6,Atheism
11,12,11,11,137,0,8,0,0,17.125,2,9,9,1,Graphics
28,32,32,28,425,0,20,0,0,21.25,8,25,22,12,Religion
44,37,39,46,819,0,50,0,0,16.38,24,36,32,24,Religion
17,12,13,16,197,0,12,0,0,16.416667,7,4,5,6,Religion
19,15,13,18,272,0,28,2,1,9.714286,9,13,12,11,Religion
39,53,44,40,649,0,37,0,0,17.540541,17,27,19,6,Graphics
28,40,33,29,528,0,23,11,1,22.956522,9,26,27,3,Graphics
13,13,15,13,285,0,80,0,0,3.5625,5,14,13,2,Space
36,54,47,38,956,0,51,54,0,18.745098,9,45,40,10,Graphics
27,25,33,29,504,0,21,0,0,24,14,22,44,9,Space
251,201,229,272,7534,0,279,8,2,27.003584,250,193,327,229,Religion
71,55,64,64,1358,0,43,0,0,31.581395,46,42,69,28,Atheism
28,31,31,27,313,0,18,1,0,17.388889,11,19,17,7,Atheism
32,29,33,32,500,0,10,2,0,50,16,13,22,14,Religion
8,6,8,8,97,0,3,3,0,32.333333,1,3,8,4,Religion
7,8,10,7,112,0,3,4,0,37.333333,1,6,10,0,Space
20,19,18,18,469,0,26,4,1,18.038462,21,64,73,13,Atheism
33,29,36,33,734,0,47,25,1,15.617021,19,76,86,12,Space
106,77,88,92,1589,0,131,0,1,12.129771,83,65,77,57,Atheism
20,14,29,20,493,0,17,0,0,29,7,8,33,7,Space
15,24,18,13,272,0,7,0,0,38.857143,3,19,11,1,Graphics
56,63,82,53,1635,0,105,44,1,15.571429,19,83,138,18,Space
15,14,14,13,160,0,6,0,0,26.666667,4,10,12,2,Atheism
20,25,23,18,357,0,88,0,0,4.056818,5,26,20,1,Graphics
25,16,21,25,299,0,14,0,0,21.357143,13,4,15,9,Atheism
45,53,47,43,884,0,41,4,0,21.560976,11,45,47,6,Graphics
13,12,11,13,191,0,13,0,0,14.692308,5,10,6,5,Atheism
36,29,31,33,416,0,9,0,0,46.222222,28,11,11,20,Atheism
170,128,144,163,3801,0,163,1,0,23.319018,163,130,195,144,Religion
14,12,13,15,181,0,12,0,0,15.083333,10,3,6,5,Atheism
61,45,48,60,813,0,28,0,0,29.035714,48,14,33,29,Atheism
49,63,54,46,879,0,42,27,0,20.928571,17,55,42,12,Graphics
121,86,96,106,1991,0,44,0,1,45.25,130,52,72,63,Atheism
216,205,279,205,7260,0,192,68,0,37.8125,141,244,491,133,Space
28,20,23,26,428,0,24,4,0,17.833333,17,8,16,9,Atheism
39,51,55,36,930,0,122,33,2,7.622951,14,78,78,12,Space
4,7,6,3,197,0,2,0,0,98.5,5,92,91,1,Graphics
39,39,40,35,510,0,24,0,0,21.25,24,33,40,16,Atheism
10,9,9,10,153,0,13,0,0,11.769231,11,8,8,6,Space
27,44,32,28,652,0,99,7,0,6.585859,8,36,38,7,Graphics
13,7,10,8,434,0,92,5,3,4.717391,6,108,110,7,Atheism
14,16,16,14,209,0,7,0,0,29.857143,7,7,11,1,Graphics
28,25,26,27,334,0,9,5,0,37.111111,9,10,21,8,Atheism
123,155,141,107,3891,0,289,55,0,13.463668,38,252,259,26,Graphics
15,17,20,15,290,0,9,0,0,32.222222,9,8,20,2,Space
57,53,61,59,1163,0,45,0,0,25.844444,32,32,47,24,Religion
9,8,10,9,148,0,35,0,0,4.228571,2,37,41,1,Space
11,19,15,11,237,0,10,2,0,23.7,2,16,11,1,Graphics
169,130,157,180,5736,0,312,22,0,18.384615,144,168,279,167,Religion
60,54,49,54,816,0,29,0,0,28.137931,38,35,38,18,Atheism
51,41,42,47,772,0,47,12,0,16.425532,28,26,41,26,Atheism
139,157,160,135,4148,0,166,25,2,24.987952,50,172,200,55,Graphics
7,5,5,6,48,0,2,0,0,24,2,1,1,0,Atheism
19,23,29,20,306,0,13,0,0,23.538462,3,15,24,0,Space
4,4,4,3,49,0,2,0,0,24.5,3,3,3,2,Graphics
19,27,23,18,246,0,18,0,0,13.666667,6,19,8,3,Graphics
188,158,193,196,4124,0,104,9,0,39.653846,132,198,348,168,Religion
56,59,61,52,1209,0,190,40,5,6.363158,25,53,60,18,Atheism
7,5,7,7,87,0,8,0,0,10.875,1,10,13,0,Atheism
57,73,83,58,1626,0,59,16,1,27.559322,20,108,129,22,Space
31,32,42,30,526,0,18,4,0,29.222222,10,17,36,9,Space
51,79,66,53,1207,0,70,22,3,17.242857,26,57,40,15,Graphics
210,178,186,218,5173,0,132,12,0,39.189394,153,217,299,148,Religion
45,42,60,45,944,0,28,11,0,33.714286,19,21,78,18,Space
1,1,1,1,18,0,6,0,0,3,2,1,1,0,Space
